sex,old,education,work_year,work_month,work_industry,work_kind,work_class,comp_type,contract_term,contract_paper,time_regular,time_is,time_week_offi,time_over,income_when,income_type,income_bonus,income,force,jobin_1,jobin_2,jobin_3,jobin_4,jobin_5,jobin_6,jobin_7,jobin_8,jobin_9,skill_2,skill_3,train,certificate,marriage,religion,wave_month,wave_date,wave_year,seoul,satisfy,tenure,sum_welfare
Male,29,College,1997,3,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,49.0,Yes,Month,Month,No,120.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,Unknown,6,20,2001,Seoul,0,52.0,7
Female,23,High School,1997,12,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,70.0,Yes,Month,Month,No,100.0,No,Normal,Normal,Normal,Bad,Bad,Good,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,Unknown,6,20,2001,Seoul,0,43.0,3
Male,28,University,1992,1,Building,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,44.0,No,Month,Month,Yes,170.0,Yes,Normal,Normal,Normal,Good,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,Unknown,7,30,2001,Seoul,0,117.0,15
Female,38,Middle School,2000,11,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,54.0,Yes,Month,Month,No,100.0,No,Normal,Bad,Bad,Normal,Normal,Bad,Normal,Bad,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Unknown,8,12,2001,Seoul,0,9.0,0
Male,33,University,1994,7,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,44.0,Yes,Month,Month,No,200.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Unknown,9,3,2001,Seoul,0,87.0,3
Male,36,"Master, Doctor",2000,11,Computing Data,High Official,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,55.0,No,Month,Year,No,400.0,No,Normal,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Very Useful,Did Train,Yes Certificate,Married,Unknown,7,10,2001,Seoul,1,8.0,8
Male,45,High School,1995,3,Building,Skill,Regular Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Month,No,200.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",Unknown,6,15,2001,Seoul,0,77.0,1
Female,20,High School,2001,5,Retail,Work,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,63.0,Yes,Month,Month,No,90.0,No,Bad,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Useful,Not Train,No Certificate,Single,Unknown,6,14,2001,Seoul,0,1.0,2
Female,30,University,1991,8,Retail,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,146.0,No,Normal,Normal,Normal,Normal,Very Bad,Normal,Normal,Normal,Bad,Suit,Very Useless,Not Train,No Certificate,Single,Unknown,8,25,2001,Seoul,0,123.0,6
Female,30,High School,2000,9,Retail,Officer,Regular Worker,Private Company,Limited,Received,Regular,Yes,30.0,Yes,Month,Month,Yes,55.0,Yes,Bad,Normal,Normal,Normal,Good,Normal,Normal,Normal,Normal,Suit,Useful,Training,No Certificate,Married,Unknown,6,13,2001,No Seoul,0,10.0,11
Male,24,University,2001,3,Building,Expert,Regular Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Month,Unknown,80.0,Unknown,Bad,Bad,Normal,Bad,Bad,Bad,Normal,Normal,Normal,High,Very Useful,Not Train,No Certificate,Single,Unknown,5,10,2001,Seoul,1,2.0,1
Male,67,High School,2001,4,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,66.0,Yes,Whenever,Day,No,150.0,No,Bad,Normal,Bad,Bad,Bad,Normal,Good,Normal,Normal,Low,Useful,Not Train,No Certificate,Married,Unknown,5,27,2001,Seoul,0,2.0,0
Male,34,High School,1997,4,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,60.0,No,Month,Month,No,120.0,No,Bad,Bad,Bad,Normal,Bad,Bad,Normal,Bad,Bad,Low,Very Useful,Not Train,No Certificate,Married,Unknown,5,17,2001,Seoul,0,50.0,1
Female,25,University,2001,3,Retail,Officer,Regular Worker,Foreign Company,Unlimited,Not Received,Regular,Yes,35.0,No,Month,Month,Unknown,90.0,No,Normal,Normal,Good,Good,Good,Normal,Good,Good,Good,Suit,Very Useful,Not Train,No Certificate,Single,Unknown,6,28,2001,Seoul,0,4.0,8
Female,34,University,1999,8,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,30.0,Yes,Month,Month,No,70.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,8,11,2001,Seoul,0,25.0,1
Female,30,High School,2000,10,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,95.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Single,Unknown,6,6,2001,Seoul,0,8.0,0
Male,28,Middle School,2000,12,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,70.0,No,Bad,Bad,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Low,Useful,Not Train,No Certificate,Single,Unknown,6,6,2001,Seoul,0,6.0,2
Male,55,High School,1999,11,Building,High Official,Regular Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,140.0,Unknown,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Married,Unknown,6,20,2001,Seoul,0,20.0,0
Female,47,Middle School,2000,9,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,56.0,Yes,Week,Week,No,50.0,Unknown,Bad,Bad,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,Unknown,5,29,2001,Seoul,0,9.0,0
Female,44,High School,2000,4,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,ETC,Yes,100.0,Unknown,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,Married,Unknown,5,23,2001,Seoul,0,14.0,3
Male,43,Under Elementary School,2000,3,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,150.0,No,Bad,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Unknown,10,15,2001,Seoul,0,20.0,1
Male,31,High School,2001,4,Building,Device,Regular Worker,Private Company,Limited,Not Received,Regular,Yes,11.0,Yes,Month,Month,No,150.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Good,Normal,Normal,Suit,Very Useful,Not Train,Yes Certificate,Single,Unknown,6,15,2001,Seoul,1,3.0,2
Female,49,University,2000,9,Retail,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,73.0,Yes,Month,Month,No,230.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",Yes,10,25,2001,Seoul,0,14.0,5
Male,25,College,2001,4,Computing Data,Expert,Regular Worker,Private Company,Limited,Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,90.0,No,Normal,Normal,Good,Normal,Normal,Good,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,Unknown,9,29,2001,Seoul,1,6.0,4
Male,52,University,1993,8,Building,High Official,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,44.0,Yes,Month,Month,No,450.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Unknown,7,27,2001,Seoul,1,97.0,2
Male,54,University,2000,11,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,44.0,No,Month,Month,No,500.0,No,Normal,Good,Good,Good,Normal,Good,Good,Good,Good,Suit,Very Useful,Not Train,No Certificate,Married,Unknown,8,18,2001,Seoul,1,10.0,13
Male,32,University,1999,12,Computing Data,Expert,Regular Worker,Private Company,Limited,Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,162.0,No,Bad,Good,Bad,Good,Normal,Very Good,Very Good,Very Good,Bad,Suit,Very Useful,Did Train,No Certificate,Married,Unknown,9,16,2001,Seoul,0,22.0,8
Male,30,University,2000,8,Computing Data,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,44.0,No,Month,Month,Yes,180.0,No,Normal,Good,Normal,Bad,Very Bad,Bad,Bad,Normal,Very Bad,Suit,Useful,Not Train,No Certificate,Single,Unknown,8,20,2001,Seoul,0,13.0,7
Female,20,University,2001,8,Computing Data,Expert,Temporary Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,85.0,No,Normal,Normal,Bad,Bad,Normal,Very Bad,Good,Normal,Normal,Low,Very Useful,Not Train,No Certificate,Single,Unknown,8,21,2001,Seoul,0,1.0,1
Male,55,High School,2001,6,Building,Skill,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,150.0,No,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Unknown,8,13,2001,Seoul,0,2.0,1
Male,20,High School,2000,5,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,100.0,No,Normal,Normal,Normal,Bad,Bad,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,Unknown,10,19,2001,Seoul,0,18.0,3
Female,52,Middle School,2001,9,Retail,Work,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,80.0,No,Good,Good,Good,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",Unknown,9,30,2001,Seoul,1,1.0,2
Male,41,High School,1998,6,Retail,Sale,Regular Worker,Foreign Company,Unlimited,Not Received,Regular,Yes,54.0,Yes,Month,Month,No,150.0,No,Very Bad,Normal,Normal,Normal,Normal,Good,Normal,Normal,Normal,Suit,Very Useful,Did Train,No Certificate,Married,Unknown,8,10,2001,Seoul,0,39.0,1
Male,32,University,1998,2,Building,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,44.0,No,Month,Month,No,170.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Unknown,10,2,2001,Seoul,0,45.0,5
Male,18,University,2001,7,Retail,Work,Day Worker,Private Company,Limited,Not Received,Regular,Yes,60.0,Yes,Month,Day,No,60.0,No,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Low,Useless,Not Train,No Certificate,Single,Unknown,10,9,2001,Seoul,1,3.0,0
Male,35,College,1999,10,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,100.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,Unknown,8,15,2001,No Seoul,0,23.0,2
Female,39,High School,1998,3,Retail,Sale,Day Worker,Private Company,Unlimited,Not Received,Regular,Yes,10.0,Yes,Month,Day,No,80.0,No,Good,Good,Good,Good,Good,Good,Good,Normal,Normal,Suit,Useful,Not Train,No Certificate,"Separation, Divorce, Died",Unknown,5,28,2001,No Seoul,0,39.0,1
Male,68,Under Elementary School,2001,2,Building,Skill,Day Worker,Private Company,Limited,Not Received,Irregular,Yes,60.0,Yes,Month,Day,No,72.0,No,Good,Good,Good,Good,Good,Good,Good,Normal,Normal,High,Very Useful,Not Train,No Certificate,Married,Unknown,5,31,2001,No Seoul,1,4.0,1
Female,46,Under Elementary School,2000,10,Building,Work,Day Worker,Private Company,Unknown,Not Received,Irregular,No,43.5062369009892,Unknown,Whenever,Day,No,40.0,No,Bad,Bad,Very Bad,Very Bad,Bad,Very Bad,Very Bad,Bad,Very Bad,Very Low,Useful,Not Train,No Certificate,Married,Unknown,6,23,2001,No Seoul,0,9.0,0
Female,24,High School,1999,8,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,No,Month,Month,No,80.0,No,Normal,Good,Normal,Good,Bad,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,Single,Unknown,5,31,2001,No Seoul,0,22.0,0
Male,23,High School,2001,1,Retail,Work,Regular Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,80.0,No,Bad,Normal,Bad,Bad,Normal,Normal,Normal,Normal,Normal,Suit,Very Useless,Not Train,Yes Certificate,Single,Unknown,7,10,2001,No Seoul,0,6.0,3
Male,46,Under Elementary School,2000,8,Building,Skill,Day Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Whenever,Day,No,75.0,No,Bad,Bad,Normal,Normal,Normal,Bad,Bad,Bad,Bad,Low,Very Useful,Not Train,No Certificate,Married,Unknown,5,28,2001,No Seoul,0,10.0,2
Female,24,University,2000,3,Computing Data,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,44.0,Yes,Month,Year,No,120.0,No,Normal,Good,Good,Good,Good,Normal,Good,Normal,Normal,Suit,Very Useful,Did Train,No Certificate,Single,Unknown,6,29,2001,No Seoul,0,16.0,6
Female,45,Middle School,2001,2,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,66.0,Yes,Month,Time,No,65.0,No,Very Bad,Normal,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Low,Useful,Not Train,No Certificate,Married,Unknown,9,22,2001,No Seoul,0,8.0,1
Male,29,University,2000,11,Retail,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,44.0,Yes,Month,Year,No,152.0,No,Normal,Good,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Did Train,No Certificate,Single,Unknown,9,21,2001,Seoul,0,11.0,4
Female,46,Middle School,2001,4,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,64.0,Yes,Day,Day,No,84.0,No,Normal,Bad,Good,Normal,Bad,Good,Good,Normal,Bad,Low,Very Useless,Not Train,No Certificate,Married,Unknown,8,23,2001,No Seoul,1,5.0,0
Male,46,High School,1977,3,Building,Skill,Day Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,100.0,No,Bad,Bad,Bad,Bad,Bad,Bad,Normal,Bad,Bad,Low,Useful,Not Train,No Certificate,Married,Unknown,8,10,2001,No Seoul,0,298.0,0
Female,52,Under Elementary School,2001,5,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,60.0,No,Bad,Bad,Bad,Bad,Bad,Bad,Normal,Bad,Bad,Suit,Useless,Not Train,No Certificate,Married,Unknown,7,27,2001,No Seoul,0,3.0,0
Female,44,Under Elementary School,2001,6,Building,Work,Day Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,Yes,60.0,No,Bad,Bad,Bad,Bad,Bad,Bad,Normal,Bad,Bad,Low,Useless,Not Train,No Certificate,Married,Unknown,7,27,2001,No Seoul,0,2.0,0
Male,33,College,1990,5,Retail,Work,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,65.0,No,Month,Month,No,150.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Very Useful,Not Train,No Certificate,Single,Unknown,8,29,2001,No Seoul,0,138.0,1
Female,38,Middle School,1999,10,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,95.0,No,Normal,Normal,Normal,Bad,Bad,Normal,Normal,Normal,Normal,Low,Useful,Not Train,No Certificate,Married,Unknown,6,19,2001,No Seoul,0,21.0,1
Male,56,High School,1998,12,Building,Skill,Day Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,150.0,No,Good,Bad,Good,Bad,Bad,Good,Good,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,Unknown,8,26,2001,No Seoul,1,33.0,1
Female,53,High School,2001,1,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,ETC,Yes,100.0,No,Normal,Normal,Good,Good,Good,Normal,Normal,Good,Good,Suit,Very Useless,Not Train,No Certificate,"Separation, Divorce, Died",Unknown,6,23,2001,No Seoul,0,6.0,0
Female,39,High School,2001,3,Retail,Work,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,67.0,No,Normal,Good,Normal,Normal,Normal,Bad,Bad,Bad,Bad,Suit,Useful,Not Train,No Certificate,Married,Unknown,8,20,2001,No Seoul,0,6.0,1
Female,35,High School,2000,4,Retail,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,36.0,Yes,Month,Time,No,60.0,No,Bad,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Bad,Suit,Useless,Did Train,No Certificate,Married,Unknown,5,22,2001,No Seoul,0,14.0,5
Male,31,High School,2000,1,Building,Semi Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,44.0,No,Month,Month,No,180.0,No,Good,Good,Good,Good,Good,Normal,Normal,Normal,Normal,Suit,Useless,Not Train,No Certificate,Married,Unknown,6,18,2001,No Seoul,0,18.0,4
Male,32,High School,2000,2,Building,Skill,Regular Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Whenever,ETC,Yes,130.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,Unknown,6,19,2001,No Seoul,0,17.0,0
Male,57,Under Elementary School,2000,3,Building,Work,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,84.0,No,Month,Month,No,61.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Very Useless,Not Train,No Certificate,"Separation, Divorce, Died",Unknown,8,16,2001,No Seoul,0,18.0,2
Male,53,Under Elementary School,2000,4,Building,Work,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,84.0,No,Month,Month,No,56.0,No,Normal,Good,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Very Useless,Not Train,No Certificate,"Separation, Divorce, Died",Unknown,8,12,2001,No Seoul,0,17.0,2
Female,21,High School,2001,1,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,50.0,No,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Low,Useless,Not Train,No Certificate,Single,Unknown,7,17,2001,No Seoul,0,7.0,0
Female,43,High School,1999,6,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,Yes,200.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Good,High,Useful,Not Train,No Certificate,Married,Unknown,6,7,2001,No Seoul,1,25.0,0
Male,39,Middle School,1991,8,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,48.0,Yes,Whenever,Day,No,90.0,No,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Married,Unknown,9,4,2001,No Seoul,1,123.0,0
Male,46,Middle School,1979,2,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,16.0,Yes,Whenever,Day,No,40.0,No,Very Bad,Bad,Bad,Bad,Normal,Bad,Bad,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,Unknown,9,4,2001,No Seoul,0,275.0,0
Female,26,"Master, Doctor",2000,8,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,66.0,Yes,Month,Month,No,100.0,No,Normal,Good,Good,Good,Bad,Good,Good,Normal,Good,Suit,Very Useful,Not Train,No Certificate,Single,Unknown,8,22,2001,No Seoul,0,13.0,4
Male,34,College,1996,4,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,60.0,No,Month,Month,No,180.0,Yes,Bad,Good,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Did Train,No Certificate,Single,Unknown,8,23,2001,No Seoul,1,66.0,6
Male,47,High School,1999,3,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,10.0,Yes,Month,Month,No,200.0,No,Good,Normal,Good,Bad,Bad,Normal,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Unknown,9,3,2001,No Seoul,1,31.0,0
Female,36,High School,2000,10,Retail,Work,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,60.0,No,Normal,Normal,Bad,Normal,Bad,Normal,Normal,Normal,Normal,Suit,Very Useless,Not Train,No Certificate,Married,Unknown,9,3,2001,No Seoul,1,11.0,0
Female,35,High School,2001,4,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,50.0,No,Normal,Normal,Normal,Normal,Bad,Bad,Good,Very Bad,Very Bad,Suit,Very Useless,Not Train,No Certificate,"Separation, Divorce, Died",Unknown,10,4,2001,Seoul,0,6.0,1
Male,39,High School,1999,12,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,30.0,Yes,Week,Day,No,112.0,No,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Low,Useful,Not Train,No Certificate,Married,Unknown,7,1,2001,No Seoul,0,19.0,1
Male,39,High School,1991,4,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,40.0,Yes,Whenever,Day,No,80.0,No,Bad,Bad,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Very Low,Useful,Not Train,No Certificate,Married,Unknown,7,2,2001,No Seoul,0,125.0,1
Female,30,High School,2000,9,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,70.0,No,Bad,Good,Good,Normal,Bad,Normal,Normal,Normal,Normal,Suit,Useless,Not Train,No Certificate,Married,Unknown,6,15,2001,No Seoul,0,10.0,1
Male,31,"Master, Doctor",1995,3,Building,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,42.0,Yes,Month,Month,Yes,200.0,No,Normal,Normal,Normal,Normal,Good,Normal,Good,Normal,Good,Suit,Useful,Not Train,No Certificate,Married,Unknown,9,22,2001,Seoul,1,80.0,11
Female,31,University,2001,2,Retail,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,150.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,8,30,2001,No Seoul,1,7.0,1
Male,27,Middle School,2001,4,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,49.0,Yes,Month,Month,No,70.0,No,Bad,Normal,Normal,Good,Good,Normal,Normal,Bad,Bad,Suit,Useless,Not Train,No Certificate,Single,Unknown,6,7,2001,No Seoul,0,2.0,0
